id,teks,teks_clean,label
382,"Meski tetap menggunakan sistem zonasi, PPDB 2020 memiiliki perubahan signifikan. Berikut perbedaan zonasi PPDB 2019 dan 2020. https://t.co/pRZZoT9rjE",meski tetap guna sistem zonasi ppdb memiiliki ubah signifikan ikut beda zonasi ppdb,Netral
383,Sebanyak 23 laporan dugaan kecurangan diterima KPAI terkait PPDB Zonasi https://t.co/4NpiGQMdHf,banyak lapor duga curang terima kpai kait ppdb zonasi,Negatif
384,Wakil Presiden Gibran Rakabuming Raka meminta Mendikdasmen Abdul Mu'ti hapus kebijakan PPDB dengan sistem zonasi. Merespons itu Ombudsman justru menilai sistem zonasi masih sangat relevan untuk pemerataan pendidikan. #detikcom #PPDB #Zonasi #Pendidkan https://t.co/3GjlfMeLQX,wakil presiden gibran rakabuming raka minta mendikdasmen abdul hapus bijak ppdb sistem zonasi respons ombudsman justru nilai sistem zonasi sangat relevan perata didik,Netral
385,"Emang banyak keluhan sih soal PPDB ini.. Mulai dari zonasi, umur, KK belum setahun juga nggak bisa 🤔 Ada yang mengalami? https://t.co/uNDOYSJIJ0",banyak keluh soal ppdb mulai zonasi umur tahun alami,Negatif
386,"#PGSUS | ~183 TL — Kritik Eşikte Son 10 günde güzel bir toparlanma geldi, EMA'lar yükseliş sıralı, fiyat VWAP üzerinde — buraya kadar her şey düzgün. Ama Stochastic aşırı alımdan aşağı kırdı, RSI bearish uyumsuzluk veriyor ve en önemlisi hacim ortalamanın yarısından az — bu ralliye katılım zayıf, yukarı hareket güvenilmez görünüyor. Destek: 179 TL kritik, burası kırılırsa 175 TL'ye kadar geri çekilme masada. Direnç: 188 TL düşen direnç çizgisi, hacimli kapanış olmadan orası geçilmez. https://t.co/68II353i26 #PGSUS #THYAO #TAVHL #Borsa #TeknikAnaliz #Parademi",kritik eikte son gnde gzel bir toparlanma geldi ema lar ykseli sral fiyat vwap zerinde buraya kadar her dzgn ama stochastic almdan krd rsi bearish uyumsuzluk veriyor nemlisi hacim ortalamann yarsndan ralliye katlm zayf yukar hareket gvenilmez grnyor destek kritik buras krlrsa kadar geri ekilme masada diren den diren izgisi hacimli kapan olmadan oras geilmez,Netral
387,"Disagree on this. He has plenty of flaws and definitely not the best but the Satgas TPKS, PPDB Zonasi and Kampus Merdeka specifically the progrqm where students from different university able to learn from other institution is quite a breakthrough. Give credit when credit is due.",disagree this has plenty flaws and definitely not the best but the satgas tpks ppdb zonasi and kampus merdeka specifically the progrqm where students from different university able learn from other institution quite breakthrough give credit when credit due,Positif
388,Sch! Sistem zonasi yang sebenarnya 😭 https://t.co/NgaSumxmJI,sch sistem zonasi benar,Negatif
389,"Aku memilih ""#MelintasiDimensi"" untuk #EksplorasiRoscaelifer! Zenless Zone Zero Versi 3.0 telah hadir! Unduh: https://t.co/a7Cw52ksn1 #zzzero",aku pilih zenless zone zero versi hadir unduh,Netral
390,"Catatan Egy Massadiah Letnan Jenderal TNI (Purn) Ahmad Rizal Ramdhani Dalam tradisi lama dunia militer, korps zeni sering disebut sebagai “penakluk sunyi.” #AhmadRizalRamdhani #CatatanEgyMassadiah #IntelejendanTeritorialPangan #Disway https://t.co/JHpdFuxgs4",catat egy massadiah letnan jenderal tni purn ahmad rizal ramdhani tradisi lama dunia militer korps zeni sering sebut takluk sunyi,Netral
391,gw yang mau belajar sabar:🧍🏻‍♀️😊 gw yang tiba-tiba keinget sistem zonasi: 🤾🏻‍♀️🤬👿🥊💩👻👹,mau ajar sabar tiba tiba keinget sistem zonasi,Negatif
392,sch! drop your opini about ' sistem zonasi ' https://t.co/9QTN0PhYVT,sch drop your opini about sistem zonasi,Netral
393,Work! Kayaknya kita butuh kerja sistem zonasi biar ga tua dijalan,work kayak butuh kerja sistem zonasi biar tua jalan,Netral
394,"kalo sekolah aja pake sistem zonasi, kenapa kerja ga pake sistem zonasi ya? kasian banyak yg ngerantau work! https://t.co/PbZBraS95G",sekolah pake sistem zonasi kerja pake sistem zonasi kasi banyak ngerantau work,Netral
395,dua orderan tengah malem ini ☝️ yang mau beli theme line tema/sticker/emoji bisa ke aku yh 🙂‍↕️ t. jual wts coin koin zonauang — pricelist 🍓 50coin = 10.000 100coin = 20.000 150coin = 30.000 ☘️ LINE: https://t.co/BhRaW3zjPn 🌱 WhatsApp: https://t.co/RyuVNHFfmU https://t.co/qzu8rrRYSu,order tengah malem mau beli theme line tema sticker emoji aku jual wts coin koin zonauang pricelist coin coin coin line whatsapp,Netral
396,"Syarat umur ga masuk sistem zonasi, akhirnya bisa daftar dengan jalur prestasi melalui pengalaman. Ini pada ngomongin sistem penerimaan peserta didik baru (PPDB) kan?",syarat umur masuk sistem zonasi akhir daftar jalur prestasi lalu alam ngomongin sistem terima serta didik baru ppdb,Netral
397,Gibran Perintahkan Mendikdasmen Hapus Sistem Zonasi https://t.co/wg3dU74zYW,gibran perintah mendikdasmen hapus sistem zonasi,Netral
398,"Indonesia emang udah masuk darurat pendidikan. - gaji pendidik murah - kurikulum ga pernah komprehensif - kurikulum ga punya visi nasional, tiap periode ganti kurikulum - akhirnya darurat membaca dan memahami bacaan - sistem zonasi ga jelas",indonesia masuk darurat didik gaji didik murah kurikulum pernah komprehensif kurikulum punya visi nasional tiap periode ganti kurikulum akhir darurat baca paham baca sistem zonasi jelas,Negatif
399,"Jalur elite idaman mertua versi Jogja, spemma - teladan/padmanaba - ugm versi Jakarta - smp 115 - sma 8 - ui/itb versi Bandung - smp 5 - sma 3/5 - itb Kalo kata orang-orang, anak teladan masuk ugm udah kaya pindah kelas doang. Tapi pipeline kaya gini masih berlaku ga sih pas sistem zonasi?",jalur elite idam mertua versi jogja spemma teladan padmanaba ugm versi jakarta smp sma itb versi bandung smp sma itb kata orang orang anak teladan masuk ugm kaya pindah kelas doang pipeline kaya laku pas sistem zonasi,Netral
400,Kalo Koruptor dihukum dg memakai Hukum Adat masing2 asal daerah si koruptor setuju gak ya ? Jangan PPDB saja yg pakai Sistem Zonasi 😃 https://t.co/dSodd1qwLA,koruptor hukum pakai hukum adat masing asal daerah koruptor tuju jangan ppdb pakai sistem zonasi,Netral
401,"work! // nganggur ini buat jobseeker ama rekruter kagak mau pake sistem zonasi apa ? wkwk capek banget, giliran kandidat di jakarta dapet loker di bekasi tanggerang bogor dll. dan sebaliknya dom bekasi tanggerang depok bogor dll malah dapet di jakarta ku menangis 😭",work nganggur buat jobseeker ama rekruter kagak mau pake sistem zonasi apa wkwk capek gilir kandidat jakarta dapet loker bekas tanggerang bogor balik dom bekas tanggerang depok bogor malah dapet jakarta menang,Netral
402,Pake sistem zonasi kah jot? Wkwkwk https://t.co/KCQC1vCjN6,pake sistem zonasi jot wkwkwk,Netral
403,Sejumlah orang tua di Bogor mendatangi SMAN 3 Kota Bogor pada Kamis (20/6) karena tidak terima dengan hasil PPDB sistem zonasi. Mereka menduga adanya kecurangan menumpang KK dan jarak yang lebih jauh diterima di sistem zonasi. Adapun pihak sekolah dan Dinas Pendidikan mengatakan sistem zonasi sudah memiliki aturan yang jelas dan tidak mungkin yang jauh diterima dibandingkan yang dekat. Kreatif: Maura Diquesa Silentioni S Produser: Larissa Huda #PPDB #Zonasi #Kecurangan #Viral #Pendidikan,jumlah orang tua bogor datang sman kota bogor kamis terima hasil ppdb sistem zonasi duga ada curang tumpang jarak jauh terima sistem zonasi adapun pihak sekolah dinas didik kata sistem zonasi milik atur jelas mungkin jauh terima banding dekat kreatif maura diquesa silentioni produser larissa huda,Negatif
404,"Menteri Pendidikan Kebudayaan, Riset dan Teknologi (Mendikbudristek) RI, Nadiem Makarim angkat bicara terkait ramainya pro kontra sistem zonasi proses Penerimaan Peserta Didik Baru (PPDB). Menurut Mendikbud Nadiem, meski banyak pro kontra, kebijakan sistem zonasi itu harus tetap dilanjutkan. Nadiem mengatakan, sistem zonasi bukanlah kebijakan dirinya, melainkan mantan Mendikbud sebelumnya yakni Muhadjir Effendy. Namun demikian, ia mengaku jika setiap tahun dirinya selalu terkena getah dari kebijakan sistem zonasi tersebut. ""Saya ambil contoh waktu saya pertama masuk. Itu zonasi, kebijakan zonasi itu bukan kebijakan saya. Itu kebijakan sebelumnya, Pak muhadjir. Tapi itu kita sebagai satu tim merasa ini adalah suatu kebijakan yang sangat penting, yang udah pasti bakal merepotkan saya,"" kata Nadiem. Simak berita selengkapnya hanya di https://t.co/1O6JoAE7eS #SoftNews_Sosial #NewsOne #CariBeritaditvOne #Mendikbudristek #NadiemMakarim #SistemZonasi #PPDB",menteri didik budaya riset teknologi mendikbudristek nadiem makarim angkat bicara kait ramai pro kontra sistem zonasi proses terima serta didik baru ppdb mendikbud nadiem meski banyak pro kontra bijak sistem zonasi tetap lanjut nadiem kata sistem zonasi bukan bijak diri mantan mendikbud belum muhadjir effendy demikian aku tiap tahun diri selalu kena getah bijak sistem zonasi sebut ambil contoh waktu pertama masuk zonasi bijak zonasi bijak bijak belum pak muhadjir kita satu tim rasa suatu bijak sangat penting bakal repot kata nadiem simak berita lengkap,Netral
405,"Sistem Zonasi Covid Diubah, Rasio Testing Kini Jadi Rujukan Budi mengungkap sejumlah Pemda tidak menggelar tes secara agresif agar tak menemukan kasus Covid-19. Dia menyebut sejumlah Pemda itu takut dicap gagal karena menemukan banyak kasus Covid-19. https://t.co/N0A4Uup3JB",sistem zonasi covid ubah rasio testing kini rujuk budi ungkap jumlah pemda gelar tes agresif tak temu kasus covid sebut jumlah pemda takut cap gagal temu banyak kasus covid,Netral
406,Penerimaan Peserta Didik Baru (PPDB) Tahun 2017 Terapkan Sistem Zonasi https://t.co/l89NDIoxU6 #BeritaDikbud https://t.co/WkLtEkMY9L,terima serta didik baru ppdb tahun terap sistem zonasi,Netral
407,"Sistem Zonasi Covid Diubah, Rasio Testing Kini Jadi Rujukan https://t.co/5pd82aZjnK",sistem zonasi covid ubah rasio testing kini rujuk,Netral
408,"Sinau seko sistem zonasi, sing berjuang bakale kalah karo sing cedak.",sinau seko sistem zonasi sing juang bakale kalah karo sing cedak,Negatif
409,"Nadiem mengeluarkan Peraturan 44/2019 yang mengatur soal penerimaan siswa menggunakan sistem zonasi. Bahkan bagi yang memalsu syarat, bisa dipenjarakan. https://t.co/Gdd8WRol4U",nadiem keluar atur atur soal terima siswa guna sistem zonasi bahkan palsu syarat penjara,Netral
410,"Thn ini, sistem zonasi menggantikan sistem kompetisi/rating. Faktor kedekatan domisili calon siswa pada lokasi menjadi prioritas #PPDB2017 https://t.co/4KYgcQAqPj",thn sistem zonasi ganti sistem kompetisi rating faktor dekat domisili calon siswa lokasi jadi prioritas,Netral
411,"Hasil sistem zonasi, yg pinter malah ga diterima. 😂 https://t.co/k1uehJBqlX",hasil sistem zonasi pinter malah terima,Negatif
412,Pov: seleksi PTN! pake sistem zonasi Gimana reaksi kalian?😂 https://t.co/FceVHoH4fC,pov seleksi ptn pake sistem zonasi gimana reaksi kalian,Netral
413,"Ibu-ibu Curhat Sistem Zonasi Sekolah Bikin Bingung, Begini Jawaban Ganjar https://t.co/fbKPeO7Hg7",ibu ibu curhat sistem zonasi sekolah bikin bingung begini jawab ganjar,Netral
414,"Sistem Zonasi Sekolah Bikin Stress, Lanjut atau Dihapus? https://t.co/1Y4ctGNXOm",sistem zonasi sekolah bikin stress lanjut hapus,Negatif
415,"{Thread} Biaya pendidikan mahal, wisuda yang menyusahkan, sistem zonasi, dan berbagai masalah lainnya. Sistem Pendaftaran Penerimaan Siswa Baru (PPDB) dengan sistem zonasi kembali menimbulkan pro kontra di tengah sulitnya mencari sekolah. https://t.co/z2RkrSqWI3",thread biaya didik mahal wisuda susah sistem zonasi bagai masalah lain sistem daftar terima siswa baru ppdb sistem zonasi timbul pro kontra tengah sulit cari sekolah,Negatif
416,sch! “sistem zonasi…” “top 1000 sekolah…” https://t.co/i7dZTiBxKz,sch sistem zonasi top sekolah,Netral
417,MK Tolak Gugatan Hapus PPDB Sistem Zonasi https://t.co/YLHsFePOSJ,tolak gugat hapus ppdb sistem zonasi,Netral
418,Pramuka ekskul yg bagus malah dihilangkan. Urusin tuh sistem zonasi sekolah yg bikin ruwet para ortu dan potensi pungli. @nadiemmakarim https://t.co/Wa9gd1RcYU,pramuka ekskul bagus malah hilang urusin tuh sistem zonasi sekolah bikin ruwet ortu potensi pungli,Negatif
419,"sch! kalo kita daftar ppdb SMA pake jalur prestasi trs di tolak, kita bisa daftar lagi pake jalur zonasi gak?",sch daftar ppdb sma pake jalur prestasi trs tolak daftar pake jalur zonasi,Netral
420,Sch! Gais yang jadi tolak ukur buat masuk SMA tahun ini apa ya? Diambil dari nilai apa?? UN/ Rapot?? Trus zonasi tahun ini masih ada nggk? Thnkss,sch gais tolak ukur buat masuk sma tahun apa ambil nilai apa rapot trus zonasi tahun nggk thnkss,Netral
421,3 Fraksi DPRD DKI Tolak Pembahasan Zonasi Pantai http://t.co/n2NTIsn5MT,fraksi dprd dki tolak bahas zonasi pantai,Netral
422,Relawan PPDB DKI Tolak Sistem Zonasi dan Hapus Parameter Usia https://t.co/6DptL3UFsq,rawan ppdb dki tolak sistem zonasi hapus parameter usia,Negatif
423,"Selain ngajari anak buat menolak jika dia tidak nyaman, kita perlu ngajarin anak kita buat menerima penolakan. Bahwa ya ditolak tuh ga papa. Move on cari yang lain. Biar apa? Biar ga kejadian mengkampak sat cinta di tolak, cinta ditolak dukun bertindak, menggunakan joki buat ujian, nyogok biar masuk zonasi. Caranya gimana? Gatau akupun masih meraba 🤣 Paling kalo anak cerita dia ga ditemenin si x aku menghiburnya ya main lho Ama y, z. Kan banyak temennya. Banyak bgt PR jadi ortu ya",ngajari anak buat tolak nyaman perlu ngajarin anak buat terima tolak tolak tuh papa move cari biar apa biar jadi mengkampak sat cinta tolak cinta tolak dukun tindak guna joki buat uji nyogok biar masuk zonasi cara gimana gatau aku raba paling anak cerita dia ditemenin aku hibur main lho ama banyak temennya banyak ortu,Netral
424,"Tahun Depan, Pemkot Bogor Tolak Zonasi PPDB SMA https://t.co/5jVBOYBhAg",tahun depan pemkot bogor tolak zonasi ppdb sma,Negatif
425,Wali Murid di Surabaya Tolak Sistim Zonasi PPDB 2019 https://t.co/ryYvih7G8E,wali murid surabaya tolak sistim zonasi ppdb,Negatif
426,Pemilik Warung Kelontong Tolak Wacana Zonasi Penjualan Rokok https://t.co/GrV8H9AkqV,milik warung kelontong tolak wacana zonasi jual rokok,Netral
427,"Tolak Tarif Zonasi, Asosiasi Pengemudi OjolBersurat ke Presiden https://t.co/uzbVatJwjj",tolak tarif zonasi asosiasi kemudi ojolbersurat presiden,Netral
428,Aksi Mahasiswa Tolak PPDB Zonasi Diwarnai Kericuhan https://t.co/9RhLAvRGgb,aksi mahasiswa tolak ppdb zonasi warna ricuh,Negatif
429,"Koordinat Zonasi Diduga Fiktif, Massa Tolak PPDB SMA di Bekasi: SMA Negeri 2 Kota Bekasi di Perumnas 2, Kayuringin Jaya, Bekasi Selatan, Kota Bekasi, Jawa Barat, didemo puluhan orang, Senin (25/7/2022). Massa memprotes sistem Penerimaan Peserta Didik… https://t.co/EohESHtCk8",koordinat zonasi duga fiktif massa tolak ppdb sma bekas sma negeri kota bekas perumnas kayuringin jaya bekas selatan kota bekas jawa barat demo puluh orang senin massa protes sistem terima serta didik,Negatif
430,"Rakyat dibikin miskin dan nganggur dari a) sampai z): a) Mau daftar kerja, lowongan kerja dibatasin umur, 25 tahun ke atas susah cari kerja b) Mau ngelamar kerja butuh pengalaman, mau dapet pengalaman harus kerja, c) Mau magang buat pengalaman kerja, perlu pengalaman magang sebelumnya, d) Syarat buat lamaran kerja nggak ngotak, e) UMK daerah mepet, nggak cukup buat nabung, f) Pengusaha ngasih upah UMK ditambah remah roti, g) Perempuan mau cari kerja susah: masih single apa udah menikah? ditanya punya anak? ada rencana punya anak? kalau ntar ngurus anak gimana kerjaannya? h) Abis hamil dan melahirkan ditanyain: selama 2-3 tahun ini ngapain aja kok gak kerja? Akhirnya gak keterima, i) Gak ada cuti ayah buat bantuin ibu setelah lahiran, j) Para ayah juga kalau dikasih cuti bukannya bantuin malah ngebebanin istri karena gak pernah dididik ngurus rumah, k) Judi online dengan server di Kamboja dan Filipina dibiarin merajalela, gak ada blokir, l) Artis ibukota endorse dan ngiklan judi online di timeline gak diapa-apain, tapi artis kabupaten ditangkep, m) Yang kecanduan judi online jadi ngutang di pinjaman online, n) Pinjaman online bunganya nggak ngotak, bunganya sampai empat kali pokoknya, o) Gelut sama debt collector gara-gara judi online dan pinjaman online, p) KDRT gara-gara judi online dan pinjaman online, q) Lulusan jurusan pendidikan yang bisa ngajarin rakyat jadi pinter digaji seadanya, sampai gak ada lagi yang minat masuk jurusannya. r) Sekolah dibikin zonasi tapi kualitasnya gak merata, di daerah A ada sekolah favorit, tapi di daerah B cuma ada sekolah menyedihkan, s) Akhirnya belajar korupsi sejak dini: nitipin anak di kartu keluarga daerah A biar masuk sekolah favorit, t) Harga beras, telur, minyak goreng, dan kebutuhan lainnya nggak ngotak, naik jauh lebih cepat daripada penghasilan masyarakat, u) Dikasih bansos sama bantuan langsung tunai dibanding tangga sosial keluar dari jurang kemiskinan, v) Rumah dijadiin bahan investasi sama orang kaya, yang miskin gak bisa beli rumah, gak terjangkau, w) Mau KPR juga kena tolak sama bank karena penghasilan gak cukup, akhirnya nyewa, x) Nyewa rumah gak ada perlindungan hukum yang jelas, yang punya bisa naikin harga seenaknya sama ngusir penyewa semaunya, y) Sekalinya sakit, satu keluarga kehilangan tulang punggung, gak bisa bayar perawatan, pontang panting utang sana sini gara gara BPJS gak keurus, z) Waktu berobat juga ketemunya sama dokter dan nakes yang udah kecapekan dan underpaid, gak maksimal ngurusnya, jadi sehatnya lama, pengeluaran perawatan makin besar. Bersambung, Nantikan episode selanjutnya: Rakyat dibikin sakit dari a) sampai z).",rakyat bikin miskin nganggur mau daftar kerja lowong kerja dibatasin umur tahun atas susah cari kerja mau ngelamar kerja butuh alam mau dapet alam kerja mau magang buat alam kerja perlu alam magang belum syarat buat lamar kerja ngotak umk daerah mepet cukup buat nabung usaha ngasih upah umk tambah remah roti perempuan mau cari kerja susah single apa meni tanya punya anak rencana punya anak ntar ngurus anak gimana kerja abis hamil lahir ditanyain lama tahun ngapain kerja akhir terima cuti ayah buat bantuin ibu lahir ayah kasih cuti bukan bantuin malah ngebebanin istri pernah didik ngurus rumah judi online server kamboja filipina dibiarin rajalela blokir artis ibukota endorse ngiklan judi online timeline apa apain artis kabupaten ditangkep candu judi online ngutang pinjam online pinjam online bunga ngotak bunga empat kali pokok gelut sama debt collector gara gara judi online pinjam online kdrt gara gara judi online pinjam online lulus jurus didik ngajarin rakyat pinter gaji ada lagi minat masuk jurus sekolah bikin zonasi kualitas rata daerah sekolah favorit daerah cuma sekolah sedih akhir ajar korupsi sejak dini nitipin anak kartu keluarga daerah biar masuk sekolah favorit harga beras telur minyak goreng butuh lain ngotak naik jauh cepat hasil masyarakat kasih bansos sama bantu langsung tunai banding tangga sosial keluar jurang miskin rumah dijadiin bahan investasi sama orang kaya miskin beli rumah jangkau mau kpr kena tolak sama bank hasil cukup akhir nyewa nyewa rumah lindung hukum jelas punya naikin harga enak sama ngusir sewa mau sekali sakit satu keluarga hilang tulang punggung bayar awat pontang panting utang sana sini gara gara bpjs urus waktu obat ketemu sama dokter nakes cape underpaid maksimal ngurusnya sehat lama keluar awat makin besar sambung nanti episode lanjut rakyat bikin sakit,Negatif
